1	-3.42551e-007	1.71275e-007	1596	399
2	-1.02765e-006	5.13826e-007	4764	1191
3	-2.0553e-006	1.02765e-006	9456	2364
4	-3.42551e-006	1.71275e-006	15600	3900
5	-5.13826e-006	2.56913e-006	23100	5775
6	-7.19356e-006	3.59678e-006	31836	7959
7	-9.59142e-006	4.79571e-006	41664	10416
8	-1.23318e-005	6.16591e-006	52416	13104
9	-1.54148e-005	7.70739e-006	63900	15975
10	-1.88403e-005	9.42014e-006	75900	18975
11	-2.26083e-005	1.13042e-005	88176	22044
12	-2.6719e-005	1.33595e-005	100464	25116
13	-3.11721e-005	1.55861e-005	112476	28119
14	-3.59678e-005	1.79839e-005	123900	30975
15	-4.11061e-005	2.0553e-005	134400	33600
16	-4.65869e-005	2.32934e-005	143616	35904
17	-5.24103e-005	2.62051e-005	151164	37791
18	-5.85762e-005	2.92881e-005	156636	39159
19	-6.50846e-005	3.25423e-005	159600	39900
20	-7.19356e-005	3.59678e-005	159600	39900
21	-7.91292e-005	3.95646e-005	156156	39039
22	-8.66653e-005	4.33327e-005	148764	37191
23	-9.4544e-005	4.7272e-005	136896	34224
24	-0.000102765	5.13826e-005	120000	30000
25	-0.000111329	5.56645e-005	97500	24375
26	-0.000120235	6.01176e-005	68796	17199
27	-0.000129484	6.47421e-005	33264	8316
28	-0.000139076	6.95378e-005	-9744	-2436
29	-0.00014901	7.45048e-005	-60900	-15225
30	-0.000159286	7.9643e-005	-120900	-30225
31	-0.000169905	8.49526e-005	-190464	-47616
32	-0.000180867	9.04334e-005	-270336	-67584
33	-0.000192171	9.60855e-005	-361284	-90321
34	-0.000203818	0.000101909	-464100	-116025
35	-0.000215807	0.000107903	-579600	-144900
36	-0.000228139	0.000114069	-708624	-177156
37	-0.000240813	0.000120407	-852036	-213009
38	-0.00025383	0.000126915	-1.01072e+006	-252681
39	-0.00026719	0.000133595	-1.1856e+006	-296400
40	-0.000280892	0.000140446	-1.3776e+006	-344400
41	-0.000294936	0.000147468	-1.58768e+006	-396921
42	-0.000309323	0.000154662	-1.81684e+006	-454209
43	-0.000324053	0.000162026	-2.06606e+006	-516516
44	-0.000339125	0.000169563	-2.3364e+006	-584100
45	-0.00035454	0.00017727	-2.6289e+006	-657225
46	-0.000370297	0.000185149	-2.94464e+006	-736161
47	-0.000386397	0.000193199	-3.28474e+006	-821184
48	-0.00040284	0.00020142	-3.6503e+006	-912576
49	-0.000419625	0.000209812	-4.0425e+006	-1.01062e+006
50	-0.000436752	0.000218376	-4.4625e+006	-1.11562e+006
51	-0.000454222	0.000227111	-4.9115e+006	-1.22788e+006
52	-0.000472035	0.000236017	-5.39074e+006	-1.34768e+006
53	-0.00049019	0.000245095	-5.90144e+006	-1.47536e+006
54	-0.000508688	0.000254344	-6.4449e+006	-1.61122e+006
55	-0.000527528	0.000263764	-7.0224e+006	-1.7556e+006
56	-0.000546711	0.000273355	-7.63526e+006	-1.90882e+006
57	-0.000566236	0.000283118	-8.28484e+006	-2.07121e+006
58	-0.000586104	0.000293052	-8.97248e+006	-2.24312e+006
59	-0.000606315	0.000303157	-9.6996e+006	-2.4249e+006
60	-0.000626868	0.000313434	-1.04676e+007	-2.6169e+006
61	-0.000647763	0.000323882	-1.12779e+007	-2.81948e+006
62	-0.000669001	0.000334501	-1.2132e+007	-3.03301e+006
63	-0.000690582	0.000345291	-1.30314e+007	-3.25786e+006
64	-0.000712505	0.000356253	-1.39776e+007	-3.4944e+006
65	-0.000734771	0.000367386	-1.49721e+007	-3.74302e+006
66	-0.00075738	0.00037869	-1.60165e+007	-4.00412e+006
67	-0.00078033	0.000390165	-1.71123e+007	-4.27808e+006
68	-0.000803624	0.000401812	-1.82613e+007	-4.56532e+006
69	-0.00082726	0.00041363	-1.94649e+007	-4.86622e+006
70	-0.000851238	0.000425619	-2.07249e+007	-5.18122e+006
71	-0.00087556	0.00043778	-2.20429e+007	-5.51074e+006
72	-0.000900223	0.000450112	-2.34207e+007	-5.85518e+006
73	-0.000925229	0.000462615	-2.486e+007	-6.215e+006
74	-0.000950578	0.000475289	-2.63625e+007	-6.59062e+006
75	-0.000976269	0.000488135	-2.793e+007	-6.9825e+006
76	-0.0010023	0.000501152	-2.95643e+007	-7.39108e+006
77	-0.00102868	0.00051434	-3.12672e+007	-7.81681e+006
78	-0.0010554	0.000527699	-3.30406e+007	-8.26016e+006
79	-0.00108246	0.00054123	-3.48864e+007	-8.7216e+006
80	-0.00110986	0.000554932	-3.68064e+007	-9.2016e+006
81	-0.00113761	0.000568805	-3.88026e+007	-9.70064e+006
82	-0.0011657	0.00058285	-4.08768e+007	-1.02192e+007
83	-0.00119413	0.000597066	-4.30312e+007	-1.07578e+007
84	-0.00122291	0.000611453	-4.52676e+007	-1.13169e+007
85	-0.00125202	0.000626011	-4.75881e+007	-1.1897e+007
86	-0.00128148	0.000640741	-4.99947e+007	-1.24987e+007
87	-0.00131128	0.000655642	-5.24895e+007	-1.31224e+007
88	-0.00134143	0.000670714	-5.50746e+007	-1.37687e+007
89	-0.00137192	0.000685958	-5.77521e+007	-1.4438e+007
90	-0.00140275	0.000701373	-6.05241e+007	-1.5131e+007
91	-0.00143392	0.000716959	-6.33928e+007	-1.58482e+007
92	-0.00146543	0.000732716	-6.63603e+007	-1.65901e+007
93	-0.00149729	0.000748645	-6.9429e+007	-1.73572e+007
94	-0.00152949	0.000764744	-7.26009e+007	-1.81502e+007
95	-0.00156203	0.000781016	-7.58784e+007	-1.89696e+007
96	-0.00159492	0.000797458	-7.92637e+007	-1.98159e+007
97	-0.00162814	0.000814072	-8.27592e+007	-2.06898e+007
98	-0.00166171	0.000830857	-8.63672e+007	-2.15918e+007
99	-0.00169563	0.000847813	-9.009e+007	-2.25225e+007
100	-0.00172988	0.00086494	-9.393e+007	-2.34825e+007
101	-0.00176448	0.000882239	-9.78896e+007	-2.44724e+007
102	-0.00179942	0.000899709	-1.01971e+008	-2.54928e+007
103	-0.0018347	0.000917351	-1.06177e+008	-2.65443e+007
104	-0.00187033	0.000935163	-1.1051e+008	-2.76276e+007
105	-0.00190629	0.000953147	-1.14973e+008	-2.87432e+007
106	-0.0019426	0.000971302	-1.19567e+008	-2.98918e+007
107	-0.00197926	0.000989629	-1.24296e+008	-3.10741e+007
108	-0.00201625	0.00100813	-1.29162e+008	-3.22906e+007
109	-0.00205359	0.0010268	-1.34168e+008	-3.3542e+007
110	-0.00209127	0.00104564	-1.39316e+008	-3.4829e+007
111	-0.0021293	0.00106465	-1.44609e+008	-3.61523e+007
112	-0.00216766	0.00108383	-1.5005e+008	-3.75124e+007
113	-0.00220637	0.00110318	-1.5564e+008	-3.89101e+007
114	-0.00224542	0.00112271	-1.61384e+008	-4.0346e+007
115	-0.00228481	0.00114241	-1.67284e+008	-4.18209e+007
116	-0.00232455	0.00116227	-1.73342e+008	-4.33354e+007
117	-0.00236463	0.00118231	-1.79561e+008	-4.48902e+007
118	-0.00240505	0.00120252	-1.85944e+008	-4.6486e+007
119	-0.00244581	0.00122291	-1.92494e+008	-4.81236e+007
120	-0.00248692	0.00124346	-1.99214e+008	-4.98036e+007
121	-0.00252837	0.00126418	-2.06107e+008	-5.15268e+007
122	-0.00257016	0.00128508	-2.13175e+008	-5.32938e+007
123	-0.00261229	0.00130615	-2.20422e+008	-5.51055e+007
124	-0.00265477	0.00132738	-2.2785e+008	-5.69625e+007
125	-0.00269759	0.00134879	-2.35462e+008	-5.88656e+007
126	-0.00274075	0.00137037	-2.43262e+008	-6.08156e+007
127	-0.00278425	0.00139213	-2.51253e+008	-6.28132e+007
128	-0.0028281	0.00141405	-2.59437e+008	-6.48591e+007
129	-0.00287229	0.00143614	-2.67817e+008	-6.69542e+007
130	-0.00291682	0.00145841	-2.76397e+008	-6.90992e+007
131	-0.00296169	0.00148085	-2.8518e+008	-7.12949e+007
132	-0.00300691	0.00150345	-2.94168e+008	-7.35421e+007
133	-0.00305247	0.00152623	-3.03366e+008	-7.58415e+007
134	-0.00309837	0.00154919	-3.12776e+008	-7.8194e+007
135	-0.00314462	0.00157231	-3.22402e+008	-8.06004e+007
136	-0.0031912	0.0015956	-3.32246e+008	-8.30615e+007
137	-0.00323813	0.00161907	-3.42312e+008	-8.5578e+007
