2.4	1	-1.79	0.94	0	0	24
2.4	2	-1.79	0.9425	0.0625	0.009375	26.5
2.4	3	-1.72667	0.915	1.37654	0.502778	30
2.4	4	-1.7225	0.905	0.834635	0.375	38.25
2.4	5	-1.572	0.835	2.72056	1.955	47
2.4	6	-1.63833	0.886667	0.484761	0.102315	43
2.4	7	-1.61714	0.857143	0.156179	0.195068	50.1429
2.4	8	-1.66125	0.885625	0.96951	0.353581	49.125
2.4	9	-1.61222	0.861111	0.603052	0.423868	52.6667
2.4	10	-1.564	0.8535	0.879444	0.285875	55.6
2.4	11	-1.47636	0.816818	1.16575	0.578994	66.2727
2.4	12	-1.51083	0.82875	1.55377	0.660503	62.75
2.4	13	-1.50846	0.81	1.26052	0.867949	63.3846
2.4	14	-1.40429	0.732143	1.3896	1.21769	80.5
2.4	15	-1.374	0.706	2.75352	3.044	84.1333
2.4	16	-1.50562	0.789375	1.24216	1.15098	66.8125
2.4	17	-1.54765	0.832059	1.0421	0.669637	60.0588
2.4	18	-1.52278	0.828333	1.44352	0.557407	59.0556
2.4	19	-1.44474	0.748421	2.35773	2.63511	77.7895
2.4	20	-1.451	0.7595	0.852708	1.68496	71.25
2.4	21	-1.46476	0.788095	2.2147	1.2732	71.8571
2.4	22	-1.42136	0.742273	2.1637	1.66012	78.6364
2.4	23	-1.51304	0.782391	2.15666	2.36191	65.8696
2.4	24	-1.44083	0.751667	1.10875	1.02731	77.7083
2.4	25	-1.4316	0.7592	1.34704	0.887227	79.28
2.4	26	-1.42885	0.749231	1.93981	1.80343	78.5769
2.4	27	-1.44407	0.776111	2.74756	2.47819	75.8519
2.4	28	-1.43286	0.752143	1.18296	1.0659	79.2857
2.4	29	-1.37172	0.709655	2.34773	2.21837	85.5862
2.4	30	-1.37467	0.7155	2.01886	2.13371	87.4667
2.4	31	-1.40355	0.755	1.58492	0.921774	81.1935
2.4	32	-1.49625	0.816875	1.55154	0.911654	68.25
2.4	33	-1.36364	0.729697	1.77349	1.72928	85.6061
2.4	34	-1.33059	0.637794	1.56329	2.44049	92.3235
2.4	35	-1.36486	0.711429	1.42872	1.82704	86.9429
2.4	36	-1.57806	0.848472	0.542369	0.299958	57.1667
2.4	37	-1.42514	0.721486	2.34333	3.46866	79.5135
2.4	38	-1.34711	0.711711	1.73352	1.97221	91.6053
2.4	39	-1.40256	0.693846	2.03551	3.63813	85.7179
2.4	40	-1.4775	0.773875	1.42457	1.67343	73.1
2.4	41	-1.41171	0.743171	1.05078	0.965194	80.4634
2.4	42	-1.37905	0.682857	1.19504	1.37443	83.8333
2.4	43	-1.4693	0.771977	1.38837	1.13937	75.186
2.4	44	-1.47545	0.782841	1.45122	1.12223	71.9773
2.4	45	-1.31489	0.478333	2.48106	17.1493	96.2889
2.4	46	-1.38674	0.694674	1.7627	2.41112	84.587
2.4	47	-1.45979	0.765532	2.03974	2.01529	73.5319
2.4	48	-1.40021	0.743854	1.31611	1.27973	82.0417
2.4	49	-1.32898	0.61	1.42836	2.47109	94.2245
2.4	50	-1.485	0.7931	0.890069	0.824482	69.48
2.4	51	-1.39627	0.669706	1.427	3.05448	84.4902
2.4	52	-1.39981	0.696635	1.01509	3.0623	84.6923
2.4	53	-1.36925	0.708585	2.06993	2.19849	85.8491
2.4	54	-1.32537	0.692963	0.985008	1.47199	93.9444
2.4	55	-1.33782	0.686091	2.05876	2.11783	91.6
2.4	56	-1.34714	0.658839	1.46769	2.17321	92.75
2.4	57	-1.46088	0.777895	1.88798	1.47528	75.4211
2.4	58	-1.23983	0.428276	2.51161	12.138	106.552
2.4	59	-1.36085	0.698305	1.69592	2.39288	87.0339
2.4	60	-1.4305	0.732583	1.37996	2.5559	78.5167
2.4	61	-1.41393	0.733279	1.58271	1.81815	80.5902
2.4	62	-1.41742	0.734435	1.46773	0.954046	81.7742
2.4	63	-1.34365	0.578492	1.93261	4.69863	90.4603
2.4	64	-1.29344	0.549687	2.27197	5.81652	98.625
2.4	65	-1.274	0.587923	1.92496	2.19486	100.969
2.4	66	-1.33106	0.681288	1.71004	1.77554	92.2576
2.4	67	-1.44448	0.774552	0.796493	0.599967	76.1642
2.4	68	-1.3475	0.622721	2.03031	5.9976	89.9853
2.4	69	-1.38855	0.712246	1.14458	1.54801	85.3043
2.4	70	-1.29486	0.542214	1.619	8.11877	99.6286
2.4	71	-1.32662	0.677113	1.62342	2.14644	91.5211
2.4	72	-1.32639	0.682292	0.934665	1.16782	95.7917
2.4	73	-1.35411	0.623356	2.60385	7.15149	90.9726
2.4	74	-1.38351	0.681622	1.52748	2.59517	86.0946
2.4	75	-1.1824	0.4202	1.78201	5.76727	112.213
2.4	76	-1.27487	0.512829	2.25027	7.13896	103.368
2.4	77	-1.32299	0.616883	1.72656	4.95639	92.7143
2.4	78	-1.295	0.596346	1.28753	3.72026	97.8333
2.4	79	-1.27165	0.583165	2.98408	6.25044	103.114
2.4	80	-1.29575	0.475625	2.40378	10.1567	97.2
2.4	81	-1.33827	0.706543	1.1632	1.34307	91.4568
2.4	82	-1.29622	0.661341	1.7872	2.19868	96.5732
2.4	83	-1.34241	0.673373	1.15555	1.85011	92.6988
2.4	84	-1.36071	0.69756	0.969872	1.43963	87.3214
2.4	85	-1.40141	0.743765	1.42012	1.26391	81.9647
2.4	86	-1.17151	0.458605	2.51365	6.96499	115.744
2.4	87	-1.37954	0.696609	1.66186	1.96873	86.0345
2.4	88	-1.36625	0.677159	1.55813	2.70074	88.3182
2.4	89	-1.35933	0.706966	1.47438	1.23348	89.8202
2.4	90	-1.23056	0.502944	2.12722	7.06369	108.833
2.4	91	-1.32802	0.564176	2.09146	13.2026	92.5714
2.4	92	-1.30163	0.607174	1.23585	2.94097	97.6087
2.4	93	-1.4443	0.770484	0.996027	1.02832	75.7742
2.4	94	-1.38713	0.712979	1.07308	1.54134	86.0532
2.4	95	-1.35116	0.687632	1.39238	1.83683	90.9263
2.4	96	-1.36635	0.664844	1.46949	1.74353	89.9688
2.4	97	-1.35485	0.619124	1.9761	7.63789	89.5567
2.4	98	-1.39745	0.712449	1.61583	1.8888	84.051
2.4	99	-1.32535	0.670202	1.41222	1.99048	94.8283
2.4	100	-1.3614	0.6923	1.26917	1.79978	88.41
2.4	101	-1.29842	0.5	1.63445	11.7499	97.7327
2.4	102	-1.2551	0.429461	3.03087	13.4591	105.265
2.4	103	-1.42796	0.746553	1.6384	2.0712	81.165
2.4	104	-1.33115	0.630385	1.51887	2.35983	93.2596
2.4	105	-1.35714	0.667619	1.46332	3.18128	88.019
2.4	106	-1.27764	0.546792	1.52274	4.51566	103.009
2.4	107	-1.29785	0.563271	1.43316	6.12361	97.0654
2.4	108	-1.31843	0.623241	1.49783	2.90581	95.5556
2.4	109	-1.33376	0.666101	0.927598	1.13963	93.6422
2.4	110	-1.27191	0.574136	1.10221	2.24249	102.909
2.4	111	-1.2791	0.492297	1.09128	4.02573	101.766
2.4	112	-1.3633	0.665714	1.26654	2.33451	87.4554
2.4	113	-1.24301	0.569159	1.26498	3.02603	106.035
2.4	114	-1.34974	0.647325	2.05305	4.61851	89
2.4	115	-1.35974	0.67587	1.21781	1.73603	90.3217
2.4	116	-1.25621	0.434914	2.31653	10.9603	104.629
2.4	117	-1.31957	0.621282	1.48177	3.04239	94.0342
2.4	118	-1.45949	0.774576	0.726324	0.803995	76.1525
2.4	119	-1.39429	0.717773	1.5394	2.16707	85.1092
2.4	120	-1.21525	0.425375	1.88148	8.8205	109.725
2.4	121	-1.37661	0.687231	1.14733	1.23181	86.843
2.4	122	-1.3509	0.697336	1.80829	2.44769	91.2295
2.4	123	-1.3587	0.663089	1.06199	1.34712	88.8943
2.4	124	-1.38508	0.709556	1.79038	2.15094	85.5323
2.4	125	-1.27552	0.60076	1.67294	3.57307	101.88
2.4	126	-1.43889	0.764524	1.38483	1.38568	77.2143
2.4	127	-1.35441	0.665118	2.31175	4.65685	92.5748
2.4	128	-1.31156	0.643242	1.17702	2.27575	95.1094
2.4	129	-1.34349	0.684419	1.3909	1.76038	90.3411
2.4	130	-1.37108	0.717769	0.819257	0.735773	86.8
2.4	131	-1.43008	0.760611	1.46231	1.14568	77.4962
2.4	132	-1.37848	0.700644	1.12326	1.97862	86.7045
2.4	133	-1.31376	0.625677	1.25299	2.64215	97.2331
2.4	134	-1.3159	0.620746	1.74463	4.07267	93.7388
2.4	135	-1.27741	0.467556	2.31882	9.56197	101.978
2.4	136	-1.30081	0.641434	1.50399	3.13229	96.9779
2.4	137	-1.43759	0.758321	0.861469	0.709993	78.9927
2.4	138	-1.32739	0.632536	1.32078	2.91475	93.913
2.4	139	-1.23511	0.405791	1.58347	9.35073	107.295
2.4	140	-1.24329	0.527	1.24389	3.72201	106.214
2.4	141	-1.22262	0.473475	1.44786	4.93871	109.326
2.4	142	-1.24148	0.425951	1.36844	6.49471	105.972
2.4	143	-1.24622	0.464266	1.52106	6.82197	105.224
2.4	144	-1.33986	0.61566	1.31915	6.03971	91.7292
2.4	145	-1.19724	0.399069	1.46097	6.25793	114.503
2.4	146	-1.32329	0.602911	1.53702	5.56602	95.1027
2.4	147	-1.32741	0.610374	1.67593	5.50035	95.1905
2.4	148	-1.32899	0.595101	2.1475	10.0147	94.9257
2.4	149	-1.37832	0.685805	1.36618	2.26533	86.7248
2.4	150	-1.19827	0.302033	1.07701	8.72473	114.347
2.4	151	-1.24636	0.509934	1.34929	5.18212	105.848
2.4	152	-1.30243	0.566184	2.053	7.24275	97.4013
2.4	153	-1.18418	0.362092	1.31315	8.56724	116.281
2.4	154	-1.33747	0.674156	1.44404	2.62207	92.7338
2.4	155	-1.35877	0.679806	0.994295	1.39559	89.4774
2.4	156	-1.42436	0.731923	1.307	1.87561	81.4423
2.4	157	-1.26739	0.549268	1.70171	4.78985	101.879
2.4	158	-1.31209	0.654937	1.48409	2.05174	95.2911
2.4	159	-1.33484	0.653145	1.57493	2.94301	93.4214
2.4	160	-1.34981	0.669656	1.53329	2.07943	90.4188
2.4	161	-1.24683	0.459689	1.695	8.24993	106.186
2.4	162	-1.25636	0.442377	1.81942	10.9594	104.698
2.4	163	-1.28313	0.479969	2.42097	12.4359	101.35
2.4	164	-1.2303	0.467195	1.57024	11.1418	108.396
2.4	165	-1.36448	0.670242	0.999445	2.53085	89.8848
2.4	166	-1.19157	0.346898	1.06643	5.4054	113.199
2.4	167	-1.21293	0.352455	1.29652	11.0637	109.892
2.4	168	-1.31679	0.617738	1.31906	3.26254	96.2024
2.4	169	-1.23509	0.473018	2.04094	9.91678	108.527
2.4	170	-1.25588	0.455147	2.26671	14.8528	105.459
2.4	171	-1.34608	0.67962	1.514	2.08826	91.7953
2.4	172	-1.40802	0.726337	1.8589	2.23216	82.7616
2.4	173	-1.22439	0.476214	1.77572	5.18164	108.197
2.4	174	-1.18328	0.246466	1.73046	10.9214	114.672
2.4	175	-1.23846	0.432657	1.70011	11.6291	106.954
2.4	176	-1.38159	0.707955	1.29275	1.76791	86.358
2.4	177	-1.21362	0.420819	1.66803	9.57971	110.847
2.4	178	-1.32062	0.635506	1.56891	3.36199	94.8652
2.4	179	-1.25899	0.541034	1.29524	4.36577	103.81
2.4	180	-1.368	0.68675	1.3812	2.60095	87.1944
2.4	181	-1.31486	0.652707	1.48401	2.25417	94.7182
2.4	182	-1.23962	0.437582	1.67196	8.45484	107.582
2.4	183	-1.24027	0.430164	1.8556	11.8074	107.639
2.4	184	-1.23571	0.535543	1.9423	8.33913	107.413
2.4	185	-1.30649	0.569622	1.31112	5.0043	97.4378
2.4	186	-1.28903	0.613683	1.84081	4.50085	99.2204
2.4	187	-1.42529	0.756684	0.830161	0.792642	79.4973
2.4	188	-1.36319	0.671516	1.35708	2.82038	88.7234
2.4	189	-1.34138	0.664683	1.69299	4.5327	91.5238
2.4	190	-1.36216	0.677474	1.09087	2.7699	88.7053
2.4	191	-1.22942	0.372277	1.10458	9.67699	107.89
2.4	192	-1.22635	0.401875	1.77953	11.8854	109.344
2.4	193	-1.28005	0.502021	1.96038	11.473	101.824
2.4	194	-1.32902	0.658402	1.54285	2.41306	94.2474
2.4	195	-1.338	0.652077	1.09278	2.58469	91.9846
2.4	196	-1.19444	0.343367	1.4035	8.09335	114.383
2.4	197	-1.24528	0.500914	1.27055	3.67448	105.437
2.4	198	-1.3046	0.600101	1.69687	4.62399	97.4798
2.4	199	-1.35322	0.65794	1.35097	2.85708	90.1608
2.4	200	-1.23415	0.511075	1.21488	2.79733	108.995
2.4	201	-1.21617	0.356816	1.78909	9.44309	111.756
2.4	202	-1.20767	0.362129	1.77613	10.1636	112.48
2.4	203	-1.20621	0.363374	2.01929	10.1044	112.719
2.4	204	-1.36377	0.687843	1.35124	2.16177	88.1863
2.4	205	-1.34956	0.667878	1.528	2.44781	90.5171
2.4	206	-1.21845	0.470437	1.8571	9.92133	109.917
2.4	207	-1.33749	0.636304	1.11443	2.60757	93.3527
2.4	208	-1.3251	0.549832	1.34595	8.67986	94.4471
2.4	209	-1.27579	0.475287	1.65374	13.1771	101.541
2.4	210	-1.26876	0.508952	1.40598	5.72946	104.186
2.4	211	-1.26725	0.496659	1.88066	8.73402	103.507
2.4	212	-1.26726	0.543278	1.44189	3.62138	101.854
2.4	213	-1.26765	0.571831	1.84045	4.05054	102.315
2.4	214	-1.38846	0.711402	0.713263	1.01638	84.7056
2.4	215	-1.33316	0.648558	0.900985	1.93632	95.0326
2.4	216	-1.25282	0.543495	1.57272	3.9797	104.843
2.4	217	-1.35659	0.663571	2.00534	4.20584	89.9724
2.4	218	-1.24284	0.377638	1.38431	9.02913	107.986
2.4	219	-1.25151	0.487671	0.955163	8.79795	105.982
2.4	220	-1.34536	0.668432	1.29453	1.99408	91.8818
2.4	221	-1.27738	0.47086	1.5256	12.0672	102.19
2.4	222	-1.18293	0.247905	1.50519	10.2326	115.095
2.4	223	-1.23825	0.406525	1.27766	8.96665	107.65
2.4	224	-1.37027	0.696964	0.869849	1.2434	87.7589
