2	1000000	-1.74559	0.911333	0.726046	0.384602	2.90419	31.6579
2.05	1000000	-1.70669	0.892697	0.83184	0.574735	3.49581	37.0305
2.1	1000000	-1.6619	0.868549	0.965487	0.976831	4.2578	43.49
2.15	1000000	-1.61034	0.837177	1.1198	1.58131	5.17629	50.7926
2.2	1000000	-1.54738	0.786341	1.39474	4.43116	6.75056	60.0499
2.25	1000000	-1.46336	0.683059	1.87507	16.1093	9.49254	72.5051
2.3	1000000	-1.36887	0.532173	1.98057	28.6475	10.4772	86.8912
2.35	1000000	-1.27651	0.359462	1.59149	27.9469	8.78902	100.961
2.4	1000000	-1.20725	0.252664	1.20815	18.6983	6.95896	112.213
